id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,简装,https://sz.lianjia.com/ershoufang/105101086923.html,2006年建/板塔结合,106775元/平米,香格丽苑,138.61㎡,1480,福田区?香蜜湖?,东南,商品房,4室2厅1厨2卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101213667.html,1999年建/板楼,89727元/平米,天海花园,89.16㎡,800,南山区?后海?,南 北,商品房,3室1厅1厨1卫,暂无数据,中楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101211459.html,2015年建/塔楼,46644元/平米,THETOWN乐城,89.83㎡,419,龙岗区?横岗?,西南,商品房,3室2厅1厨2卫,有,中楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101198502.html,2006年建/板塔结合,40769元/平米,泰雅园,68.68㎡,280,龙岗区?布吉大芬?,西北,商品房,2室2厅1厨1卫,有,高楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105100635430.html,1999年建/板塔结合,56310元/平米,美加广场,129.64㎡,730,南山区?华侨城?,南,商品房,4室2厅1厨2卫,有,低楼层 (共13层)
,精装,https://sz.lianjia.com/ershoufang/105101177327.html,2000年建/板塔结合,37213元/平米,丽湖花园三期,63.15㎡,235,龙岗区?布吉水径?,北,商品房,2室1厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101207502.html,1996年建/板塔结合,46199元/平米,宝安新村,85.5㎡,395,宝安区?西乡?,西北,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105101195682.html,2012年建/塔楼,36597元/平米,万科清林径,147.01㎡,538,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨2卫,有,低楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100739032.html,1999年建/板塔结合,67932元/平米,学府花园,92.74㎡,630,南山区?南山中心?,南,商品房,3室1厅1厨1卫,有,中楼层 (共13层)
,其他,https://sz.lianjia.com/ershoufang/105101097117.html,1999年建/塔楼,36375元/平米,中兆花园,68.18㎡,248,龙岗区?布吉大芬?,西北,商品房,3室1厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100013158.html,2001年建/塔楼,34809元/平米,中兆花园,77.28㎡,269,龙岗区?布吉大芬?,东南 东北,商品房,3室1厅1厨1卫,暂无数据,高楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101216835.html,2000年建/板楼,52739元/平米,万科四季花城一期,98.22㎡,518,龙岗区?坂田?,南,商品房,3室2厅1厨2卫,暂无数据,低楼层 (共6层)
,简装,https://sz.lianjia.com/ershoufang/105100908327.html,2014年建/板塔结合,51522元/平米,领航城领丽花园,83.46㎡,430,宝安区?西乡?中环至外环,东南,商品房,3室1厅1厨1卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101209170.html,2006年建/板塔结合,61882元/平米,风格名苑,64.64㎡,400,罗湖区?地王?,南,商品房,2室1厅1厨1卫,有,高楼层 (共27层)
,其他,https://sz.lianjia.com/ershoufang/105101140142.html,1999年建/板塔结合,55108元/平米,新安湖花园,115.23㎡,635,宝安区?新安?,南,商品房,4室2厅1厨2卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100968969.html,未知年建/板塔结合,59867元/平米,万科第五园九期,88.53㎡,530,龙岗区?坂田?,南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共39层)
,精装,https://sz.lianjia.com/ershoufang/105101073437.html,2003年建/板塔结合,55200元/平米,中南花园,101.45㎡,560,宝安区?翻身?,东 东北,商品房,3室1厅1厨2卫,有,中楼层 (共14层)
,精装,https://sz.lianjia.com/ershoufang/105100998040.html,2009年建/板塔结合,75843元/平米,半岛城邦花园二期,178㎡,1350,南山区?蛇口?,西南,商品房,4室1厅1厨3卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101052110.html,2008年建/塔楼,48969元/平米,英郡年华,64.94㎡,318,龙岗区?丹竹头?,东北,商品房,2室1厅1厨1卫,有,低楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105100553524.html,2010年建/塔楼,69083元/平米,御河堤,38.36㎡,265,福田区?上步?,西,商品房,1室1厅1厨1卫,有,低楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105100943609.html,2005年建/板塔结合,40454元/平米,大信花园,81.08㎡,328,龙华区?龙华中心?,东南,商品房,3室2厅1厨1卫,暂无数据,高楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100947567.html,2015年建/塔楼,37564元/平米,信义御城豪园,49.25㎡,185,龙岗区?横岗?中环至外环,西北,商品房,2室1厅1厨1卫,有,高楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105101147820.html,2006年建/板塔结合,74200元/平米,春树里,94.34㎡,700,南山区?蛇口?,南,商品房,4室2厅1厨1卫,有,中楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105100892064.html,2008年建/板楼,67568元/平米,佳兆业香瑞园二期,87.32㎡,590,南山区?西丽?,南,商品房,2室1厅1厨1卫,有,低楼层 (共12层)
,精装,https://sz.lianjia.com/ershoufang/105101019481.html,2015年建/板塔结合,44480元/平米,恒大国香山,87.68㎡,390,龙岗区?布吉南岭?中环至外环,南,商品房,3室2厅1厨2卫,有,低楼层 (共41层)
,其他,https://sz.lianjia.com/ershoufang/105101196159.html,2012年建/板塔结合,42674元/平米,仁恒峦山美地,76.16㎡,325,龙岗区?龙岗宝荷?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101108730.html,2008年建/板楼,57045元/平米,桃源村三期,72.75㎡,415,南山区?西丽?,南,商品房,2室2厅1厨1卫,有,高楼层 (共35层)
,其他,https://sz.lianjia.com/ershoufang/105100973247.html,2006年建/板塔结合,42256元/平米,怡康家园,64.37㎡,272,龙岗区?布吉大芬?,东北,商品房,3室2厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101196825.html,1990年建/板塔结合,82611元/平米,核电花园,119.84㎡,990,福田区?百花?,南 北,商品房,3室2厅1厨2卫,有,高楼层 (共19层)
,精装,https://sz.lianjia.com/ershoufang/105101144025.html,2006年建/塔楼,56229元/平米,鸿隆广场,46.24㎡,260,宝安区?西乡?,东北,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,70年,https://sz.lianjia.com/ershoufang/105091112595.html,2007年建/暂无数据,99297元/平米,招商华侨城曦城一二期,287.02㎡,2850,宝安区?曦城?,毛坯,满五年,5室2厅1厨0卫,"属
商品房
",低楼层 (共1层)
,简装,https://sz.lianjia.com/ershoufang/105100651438.html,2005年建/板塔结合,44118元/平米,桂芳园六期,72.08㎡,318,龙岗区?布吉大芬?,西南,商品房,2室2厅1厨1卫,有,低楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105100805080.html,1997年建/板塔结合,39901元/平米,龙珠花园,60.4㎡,241,龙岗区?布吉关?,南,商品房,2室1厅1厨1卫,有,中楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101149274.html,2009年建/板塔结合,50751元/平米,金港华庭,87.29㎡,443,宝安区?西乡?,东北,商品房,3室2厅1厨1卫,有,中楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100806184.html,2007年建/板塔结合,43376元/平米,龙园意境,76.08㎡,330,龙岗区?布吉大芬?,南,商品房,2室1厅1厨1卫,有,中楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105101119547.html,2003年建/板塔结合,104570元/平米,碧海云天二期,219.95㎡,2300,福田区?竹子林?,南 北,商品房,5室2厅1厨3卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101197428.html,2010年建/板塔结合,35406元/平米,万象天成,88.97㎡,315,龙岗区?龙岗中心城?,东南,商品房,3室1厅1厨2卫,有,低楼层 (共24层)
,精装,https://sz.lianjia.com/ershoufang/105101016387.html,2007年建/板塔结合,61886元/平米,红树绿洲,58.98㎡,365,福田区?福田保税区?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共28层)
,毛坯,https://sz.lianjia.com/ershoufang/105100130901.html,2015年建/板塔结合,37943元/平米,半山半海,195.03㎡,740,盐田区?盐田港?中环至外环,南 北,商品房,4室2厅1厨3卫,有,低楼层 (共22层)
,其他,https://sz.lianjia.com/ershoufang/105101074384.html,2006年建/板塔结合,66844元/平米,信和自由广场,71.81㎡,480,南山区?后海?,西北,商品房,2室1厅1厨1卫,有,中楼层 (共26层)
,其他,https://sz.lianjia.com/ershoufang/105101202700.html,1999年建/板塔结合,37476元/平米,龙珠花园,60.04㎡,225,龙岗区?布吉关?,北,商品房,2室1厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101156606.html,2009年建/板塔结合,57671元/平米,公园大地四期,121.38㎡,700,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨2卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101196977.html,2005年建/板塔结合,62992元/平米,京基御景华城,80.17㎡,505,福田区?赤尾?,东北,商品房,3室2厅1厨2卫,有,低楼层 (共36层)
,精装,https://sz.lianjia.com/ershoufang/105101176314.html,1996年建/板塔结合,54385元/平米,康乐大厦,44.13㎡,240,南山区?南山中心?,南,商品房,2室1厅1厨1卫,有,高楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100896056.html,2006年建/板塔结合,64361元/平米,皇庭香格里花园,74.58㎡,480,南山区?西丽?,南,商品房,2室2厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105100740637.html,2011年建/板塔结合,35075元/平米,汇龙天下,89.81㎡,315,龙岗区?龙岗中心城?,南 北,商品房,3室1厅1厨2卫,有,低楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101201901.html,1994年建/板塔结合,55563元/平米,凤凰路6号大院,77.39㎡,430,罗湖区?螺岭?,南,商品房,3室1厅1厨2卫,暂无数据,低楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105100630737.html,2001年建/塔楼,69153元/平米,长城盛世家园一期,187.99㎡,1300,福田区?莲花?,南 北,商品房,5室2厅1厨3卫,有,高楼层 (共34层)
,其他,https://sz.lianjia.com/ershoufang/105100663007.html,2011年建/塔楼,53990元/平米,信义荔山公馆,66.68㎡,360,龙岗区?布吉关?,西,商品房,2室1厅1厨1卫,有,高楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105101125898.html,2010年建/塔楼,35497元/平米,振业峦山谷,88.74㎡,315,龙岗区?龙岗宝荷?,南,商品房,3室1厅1厨1卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101040461.html,2001年建/板塔结合,39855元/平米,东部阳光,43.91㎡,175,盐田区?沙头角?,西南,商品房,1室1厅1厨1卫,有,高楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101069752.html,2015年建/板塔结合,53192元/平米,特发和平里二期,88.36㎡,470,龙华区?上塘?,东南,商品房,3室2厅1厨1卫,暂无数据,低楼层 (共49层)
,精装,https://sz.lianjia.com/ershoufang/105100847997.html,2002年建/板塔结合,34225元/平米,水晶之城,93.5㎡,320,龙岗区?横岗?,东北,商品房,3室2厅1厨1卫,暂无数据,低楼层 (共6层)
,简装,https://sz.lianjia.com/ershoufang/105100971012.html,2003年建/板塔结合,52752元/平米,山湖居,87.58㎡,462,罗湖区?布心?,南,商品房,3室2厅1厨2卫,有,高楼层 (共10层)
,精装,https://sz.lianjia.com/ershoufang/105100938147.html,2010年建/塔楼,55999元/平米,万科金色沁园,86.61㎡,485,龙岗区?龙岗中心城?,南 北,商品房,4室2厅1厨3卫,有,低楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105100446047.html,2006年建/板塔结合,86146元/平米,后海花半里雅居,112.6㎡,970,南山区?蛇口?,南,商品房,3室2厅1厨2卫,有,高楼层 (共22层)
,其他,https://sz.lianjia.com/ershoufang/105101185171.html,2016年建/板楼,69538元/平米,松茂御龙湾,89.16㎡,620,宝安区?碧海?中环至外环,南 西南,商品房,3室1厅1厨2卫,暂无数据,高楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100997140.html,2004年建/板塔结合,84243元/平米,科苑学里,112.77㎡,950,南山区?科技园?,南,商品房,3室2厅1厨1卫,有,高楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101221186.html,2003年建/板塔结合,64217元/平米,嘉宝田花园,67.74㎡,435,罗湖区?笋岗?,北,商品房,2室1厅1厨1卫,有,中楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105101215690.html,1998年建/塔楼,43860元/平米,泰安花园,91.2㎡,400,宝安区?翻身?,东南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101190364.html,2004年建/板楼,42216元/平米,优品建筑,78.17㎡,330,龙华区?龙华中心?,西北,商品房,2室1厅1厨1卫,有,高楼层 (共10层)
,其他,https://sz.lianjia.com/ershoufang/105100934753.html,2003年建/板楼,28734元/平米,九州家园,125.29㎡,360,龙岗区?龙岗双龙?,南,商品房,4室2厅1厨2卫,暂无数据,低楼层 (共6层)
,简装,https://sz.lianjia.com/ershoufang/105101080812.html,2003年建/板塔结合,57441元/平米,汇港名苑,51.88㎡,298,福田区?赤尾?,东北,商品房,2室1厅1厨1卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105100994241.html,2001年建/板塔结合,56515元/平米,深航飞行员公寓,112.36㎡,635,南山区?南山中心?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共29层)
,其他,https://sz.lianjia.com/ershoufang/105101041115.html,2007年建/塔楼,110491元/平米,南海玫瑰花园三期,85.98㎡,950,南山区?蛇口?,东南,商品房,3室1厅1厨1卫,有,低楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105100867732.html,2004年建/板塔结合,67137元/平米,富通好旺角二期,89.37㎡,600,宝安区?宝安中心?,南,商品房,3室2厅1厨1卫,有,高楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100721892.html,2005年建/塔楼,46181元/平米,阳光新干线家园,40.71㎡,188,罗湖区?春风路?,西北,商品房,1室1厅1厨1卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101100471.html,2014年建/板塔结合,90128元/平米,大冲城市花园,274.61㎡,2475,南山区?科技园?,南 北,商品房,7室2厅1厨6卫,有,低楼层 (共39层)
,毛坯,https://sz.lianjia.com/ershoufang/105100788056.html,2010年建/塔楼,42445元/平米,阅山华府,148.43㎡,630,龙岗区?龙岗中心城?,南 北,商品房,4室2厅1厨3卫,有,高楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101143957.html,2010年建/塔楼,60610元/平米,佳兆业上品雅园,88.27㎡,535,龙岗区?坂田?,西南,商品房,3室2厅1厨2卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100792601.html,2002年建/板塔结合,91526元/平米,天然居,118㎡,1080,福田区?景田?,东南,商品房,3室2厅1厨2卫,有,中楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105100896556.html,2013年建/板塔结合,59398元/平米,星河盛世,47.14㎡,280,龙华区?民治?,南,商品房,1室1厅1厨1卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100447663.html,2000年建/板塔结合,35434元/平米,丽湖花园三期,77.61㎡,275,龙岗区?布吉水径?,南,商品房,3室1厅1厨1卫,有,低楼层 (共20层)
,毛坯,https://sz.lianjia.com/ershoufang/105100863568.html,2008年建/板塔结合,56813元/平米,公园大地一期,184.82㎡,1050,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨3卫,有,低楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105101070686.html,2004年建/板塔结合,57819元/平米,星桂园,38.05㎡,220,罗湖区?地王?,西,商品房,1室1厅1厨1卫,有,高楼层 (共20层)
,简装,https://sz.lianjia.com/ershoufang/105101184749.html,2006年建/板塔结合,66052元/平米,星海名城五期,80.24㎡,530,南山区?前海?,东南,商品房,2室2厅1厨1卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101138819.html,2002年建/板塔结合,58496元/平米,四达大厦,68.21㎡,399,南山区?南山中心?,西北,商品房,2室2厅1厨1卫,有,高楼层 (共20层)
,精装,https://sz.lianjia.com/ershoufang/105101164929.html,1996年建/塔楼,73659元/平米,园东花园,85.53㎡,630,福田区?园岭?,东北,商品房,3室2厅1厨1卫,有,中楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101129914.html,1999年建/塔楼,62854元/平米,宝瑞轩,105.96㎡,666,福田区?福田保税区?,南 北,商品房,3室2厅1厨2卫,有,高楼层 (共12层)
,其他,https://sz.lianjia.com/ershoufang/105100881013.html,2001年建/塔楼,79667元/平米,黄埔雅苑一期,107.95㎡,860,福田区?莲花?,西,商品房,3室2厅1厨2卫,有,低楼层 (共24层)
,简装,https://sz.lianjia.com/ershoufang/105101017696.html,2006年建/板塔结合,84316元/平米,金泓凯旋城一期,83.97㎡,708,宝安区?宝安中心?,东南,商品房,3室2厅1厨1卫,有,中楼层 (共27层)
,其他,https://sz.lianjia.com/ershoufang/105101185591.html,2011年建/塔楼,73265元/平米,莱蒙水榭春天三期,88.72㎡,650,龙华区?深圳北站?,南,商品房,3室2厅1厨2卫,有,高楼层 (共33层)
,简装,https://sz.lianjia.com/ershoufang/105101075877.html,1999年建/板塔结合,60806元/平米,梅林一村十三区,97.03㎡,590,福田区?梅林?,西北,商品房,3室2厅1厨1卫,有,中楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100080875.html,2006年建/板楼,106900元/平米,中信红树湾南区,173.06㎡,1850,南山区?红树湾?,西南,商品房,3室2厅1厨2卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105100983816.html,1997年建/板塔结合,46715元/平米,怡和楼,97.4㎡,455,福田区?新洲?,南,商品房,3室2厅1厨1卫,暂无数据,高楼层 (共8层)
,简装,https://sz.lianjia.com/ershoufang/105101152119.html,2003年建/板塔结合,62617元/平米,逸翠园,102.21㎡,640,罗湖区?百仕达?,南,商品房,3室2厅1厨2卫,有,中楼层 (共31层)
